Province/State,Observation Date,Confirmed,Daily Confirmed,Deaths,Recovered,Daily Confirmed rate,Daily Death,Daily Recovered
Shandong,08-03-2020,758,0,6,642,0.0,0,15
Shandong,09-03-2020,758,0,6,700,0.0,0,58
Shandong,10-03-2020,758,0,6,719,0.0,0,19
Shandong,11-03-2020,760,2,6,726,0.002631578947368421,0,7
Shandong,12-03-2020,760,0,6,734,0.0,0,8
Shandong,13-03-2020,760,0,7,739,0.0,1,5
Shandong,14-03-2020,760,0,7,741,0.0,0,2
Shandong,15-03-2020,760,0,7,741,0.0,0,0
Shanghai,22-01-2020,9,9,0,0,1.0,0,0
Shanghai,23-01-2020,16,7,0,0,0.4375,0,0
Shanghai,24-01-2020,20,4,0,1,0.2,0,1
Shanghai,25-01-2020,33,13,0,1,0.3939393939393939,0,0
Shanghai,26-01-2020,40,7,1,1,0.175,1,0
Shanghai,27-01-2020,53,13,1,3,0.24528301886792453,0,2
Shanghai,28-01-2020,66,13,1,4,0.19696969696969696,0,1
Shanghai,29-01-2020,96,30,1,5,0.3125,0,1
Shanghai,30-01-2020,112,16,1,5,0.14285714285714285,0,0
Shanghai,31-01-2020,135,23,1,9,0.17037037037037037,0,4
Shanghai,01-02-2020,169,34,1,10,0.20118343195266272,0,1
Shanghai,02-02-2020,182,13,1,10,0.07142857142857142,0,0
Shanghai,03-02-2020,203,21,1,10,0.10344827586206896,0,0
Shanghai,04-02-2020,219,16,1,12,0.0730593607305936,0,2
Shanghai,05-02-2020,243,24,1,15,0.09876543209876543,0,3
Shanghai,06-02-2020,257,14,1,25,0.054474708171206226,0,10
Shanghai,07-02-2020,277,20,1,30,0.07220216606498195,0,5
Shanghai,08-02-2020,286,9,1,41,0.03146853146853147,0,11
Shanghai,09-02-2020,293,7,1,44,0.023890784982935155,0,3
Shanghai,10-02-2020,299,6,1,48,0.020066889632107024,0,4
Shanghai,11-02-2020,303,4,1,52,0.013201320132013201,0,4
Shanghai,12-02-2020,311,8,1,57,0.02572347266881029,0,5
Shanghai,13-02-2020,315,4,1,62,0.012698412698412698,0,5
Shanghai,14-02-2020,318,3,1,90,0.009433962264150943,0,28
Shanghai,15-02-2020,326,8,1,124,0.024539877300613498,0,34
Shanghai,16-02-2020,328,2,1,140,0.006097560975609756,0,16
Shanghai,17-02-2020,333,5,1,161,0.015015015015015015,0,21
Shanghai,18-02-2020,333,0,1,177,0.0,0,16
Shanghai,19-02-2020,333,0,2,186,0.0,1,9
Shanghai,20-02-2020,334,1,2,199,0.0029940119760479044,0,13
Shanghai,21-02-2020,334,0,2,211,0.0,0,12
Shanghai,22-02-2020,335,1,3,227,0.0029850746268656717,1,16
Shanghai,23-02-2020,335,0,3,249,0.0,0,22
Shanghai,24-02-2020,335,0,3,261,0.0,0,12
Shanghai,25-02-2020,336,1,3,268,0.002976190476190476,0,7
Shanghai,26-02-2020,337,1,3,272,0.002967359050445104,0,4
Shanghai,27-02-2020,337,0,3,276,0.0,0,4
Shanghai,28-02-2020,337,0,3,279,0.0,0,3
Shanghai,29-02-2020,337,0,3,287,0.0,0,8
Shanghai,01-03-2020,337,0,3,290,0.0,0,3
Shanghai,02-03-2020,337,0,3,292,0.0,0,2
Shanghai,03-03-2020,338,1,3,294,0.0029585798816568047,0,2
Shanghai,04-03-2020,338,0,3,298,0.0,0,4
Shanghai,05-03-2020,339,1,3,303,0.0029498525073746312,0,5
Shanghai,06-03-2020,342,3,3,306,0.008771929824561403,0,3
Shanghai,07-03-2020,342,0,3,313,0.0,0,7
Shanghai,08-03-2020,342,0,3,314,0.0,0,1
Shanghai,09-03-2020,342,0,3,315,0.0,0,1
Shanghai,10-03-2020,344,2,3,319,0.005813953488372093,0,4
Shanghai,11-03-2020,344,0,3,320,0.0,0,1
Shanghai,12-03-2020,344,0,3,321,0.0,0,1
Shanghai,13-03-2020,346,2,3,324,0.005780346820809248,0,3
Shanghai,14-03-2020,353,7,3,324,0.019830028328611898,0,0
Shanghai,15-03-2020,353,0,3,324,0.0,0,0
Shanxi,22-01-2020,1,1,0,0,1.0,0,0
Shanxi,23-01-2020,1,0,0,0,0.0,0,0
Shanxi,24-01-2020,1,0,0,0,0.0,0,0
Shanxi,25-01-2020,6,5,0,0,0.8333333333333334,0,0
Shanxi,26-01-2020,9,3,0,0,0.3333333333333333,0,0
Shanxi,27-01-2020,13,4,0,0,0.3076923076923077,0,0
Shanxi,28-01-2020,27,14,0,0,0.5185185185185185,0,0
Shanxi,29-01-2020,27,0,0,1,0.0,0,1
Shanxi,30-01-2020,35,8,0,1,0.22857142857142856,0,0
Shanxi,31-01-2020,39,4,0,1,0.10256410256410256,0,0
Shanxi,01-02-2020,47,8,0,1,0.1702127659574468,0,0
Shanxi,02-02-2020,66,19,0,3,0.2878787878787879,0,2
Shanxi,03-02-2020,74,8,0,2,0.10810810810810811,0,0
Shanxi,04-02-2020,81,7,0,4,0.08641975308641975,0,2
Shanxi,05-02-2020,81,0,0,5,0.0,0,1
Shanxi,06-02-2020,96,15,0,12,0.15625,0,7
Shanxi,07-02-2020,104,8,0,15,0.07692307692307693,0,3
Shanxi,08-02-2020,115,11,0,21,0.09565217391304348,0,6
Shanxi,09-02-2020,119,4,0,25,0.03361344537815126,0,4
Shanxi,10-02-2020,119,0,0,25,0.0,0,0
Shanxi,11-02-2020,124,5,0,30,0.04032258064516129,0,5
Shanxi,12-02-2020,126,2,0,33,0.015873015873015872,0,3
Shanxi,13-02-2020,126,0,0,36,0.0,0,3
Shanxi,14-02-2020,127,1,0,38,0.007874015748031496,0,2
Shanxi,15-02-2020,128,1,0,46,0.0078125,0,8
Shanxi,16-02-2020,129,1,0,50,0.007751937984496124,0,4
Shanxi,17-02-2020,130,1,0,53,0.007692307692307693,0,3
Shanxi,18-02-2020,131,1,0,61,0.007633587786259542,0,8
Shanxi,19-02-2020,131,0,0,68,0.0,0,7
Shanxi,20-02-2020,132,1,0,76,0.007575757575757576,0,8
Shanxi,21-02-2020,132,0,0,78,0.0,0,2
Shanxi,22-02-2020,132,0,0,81,0.0,0,3
Shanxi,23-02-2020,132,0,0,88,0.0,0,7
Shanxi,24-02-2020,133,1,0,94,0.007518796992481203,0,6
Shanxi,25-02-2020,133,0,0,98,0.0,0,4
Shanxi,26-02-2020,133,0,0,104,0.0,0,6
Shanxi,27-02-2020,133,0,0,107,0.0,0,3
Shanxi,28-02-2020,133,0,0,112,0.0,0,5
Shanxi,29-02-2020,133,0,0,114,0.0,0,2
Shanxi,01-03-2020,133,0,0,116,0.0,0,2
Shanxi,02-03-2020,133,0,0,119,0.0,0,3
Shanxi,03-03-2020,133,0,0,124,0.0,0,5
Shanxi,04-03-2020,133,0,0,124,0.0,0,0
Shanxi,05-03-2020,133,0,0,126,0.0,0,2
Shanxi,06-03-2020,133,0,0,126,0.0,0,0
Shanxi,07-03-2020,133,0,0,126,0.0,0,0
Shanxi,08-03-2020,133,0,0,126,0.0,0,0
Shanxi,09-03-2020,133,0,0,127,0.0,0,1
Shanxi,10-03-2020,133,0,0,131,0.0,0,4
Shanxi,11-03-2020,133,0,0,131,0.0,0,0
Shanxi,12-03-2020,133,0,0,132,0.0,0,1
Shanxi,13-03-2020,133,0,0,133,0.0,0,1
Shanxi,14-03-2020,133,0,0,133,0.0,0,0
Shanxi,15-03-2020,133,0,0,133,0.0,0,0
Sichuan,22-01-2020,5,5,0,0,1.0,0,0
Sichuan,23-01-2020,8,3,0,0,0.375,0,0
Sichuan,24-01-2020,15,7,0,0,0.4666666666666667,0,0
Sichuan,25-01-2020,28,13,0,0,0.4642857142857143,0,0
Sichuan,26-01-2020,44,16,0,0,0.36363636363636365,0,0
Sichuan,27-01-2020,69,25,0,0,0.36231884057971014,0,0
Sichuan,28-01-2020,90,21,0,0,0.23333333333333334,0,0
Sichuan,29-01-2020,108,18,1,1,0.16666666666666666,1,1
Sichuan,30-01-2020,142,34,1,1,0.23943661971830985,0,0
Sichuan,31-01-2020,177,35,1,1,0.1977401129943503,0,0
Sichuan,01-02-2020,207,30,1,3,0.14492753623188406,0,2
Sichuan,02-02-2020,231,24,1,11,0.1038961038961039,0,8
Sichuan,03-02-2020,254,23,1,14,0.09055118110236221,0,3
Sichuan,04-02-2020,282,28,1,14,0.09929078014184398,0,0
Sichuan,05-02-2020,301,19,1,24,0.06312292358803986,0,10
Sichuan,06-02-2020,321,20,1,31,0.06230529595015576,0,7
Sichuan,07-02-2020,344,23,1,42,0.06686046511627906,0,11
Sichuan,08-02-2020,364,20,1,60,0.054945054945054944,0,18
Sichuan,09-02-2020,386,22,1,71,0.05699481865284974,0,11
Sichuan,10-02-2020,405,19,1,80,0.04691358024691358,0,9
Sichuan,11-02-2020,417,12,1,85,0.02877697841726619,0,5
Sichuan,12-02-2020,436,19,1,92,0.04357798165137615,0,7
Sichuan,13-02-2020,451,15,1,104,0.03325942350332594,0,12
Sichuan,14-02-2020,463,12,1,114,0.02591792656587473,0,10
Sichuan,15-02-2020,470,7,1,119,0.014893617021276596,0,5
Sichuan,16-02-2020,481,11,3,131,0.02286902286902287,2,12
Sichuan,17-02-2020,495,14,3,156,0.028282828282828285,0,25
Sichuan,18-02-2020,508,13,3,169,0.025590551181102362,0,13
Sichuan,19-02-2020,514,6,3,188,0.011673151750972763,0,19
Sichuan,20-02-2020,520,6,3,217,0.011538461538461539,0,29
Sichuan,21-02-2020,525,5,3,231,0.009523809523809525,0,14
Sichuan,22-02-2020,526,1,3,250,0.0019011406844106464,0,19
Sichuan,23-02-2020,526,0,3,261,0.0,0,11
Sichuan,24-02-2020,527,1,3,276,0.0018975332068311196,0,15
Sichuan,25-02-2020,529,2,3,289,0.003780718336483932,0,13
Sichuan,26-02-2020,531,2,3,307,0.003766478342749529,0,18
Sichuan,27-02-2020,534,3,3,321,0.0056179775280898875,0,14
Sichuan,28-02-2020,538,4,3,338,0.007434944237918215,0,17
Sichuan,29-02-2020,538,0,3,351,0.0,0,13
Sichuan,01-03-2020,538,0,3,365,0.0,0,14
Sichuan,02-03-2020,538,0,3,386,0.0,0,21
Sichuan,03-03-2020,538,0,3,394,0.0,0,8
Sichuan,04-03-2020,538,0,3,406,0.0,0,12
Sichuan,05-03-2020,539,1,3,425,0.0018552875695732839,0,19
Sichuan,06-03-2020,539,0,3,442,0.0,0,17
Sichuan,07-03-2020,539,0,3,454,0.0,0,12
Sichuan,08-03-2020,539,0,3,464,0.0,0,10
Sichuan,09-03-2020,539,0,3,466,0.0,0,2
Sichuan,10-03-2020,539,0,3,478,0.0,0,12
Sichuan,11-03-2020,539,0,3,488,0.0,0,10
Sichuan,12-03-2020,539,0,3,498,0.0,0,10
Sichuan,13-03-2020,539,0,3,503,0.0,0,5
Sichuan,14-03-2020,539,0,3,511,0.0,0,8
Sichuan,15-03-2020,539,0,3,516,0.0,0,5
Tianjin,22-01-2020,4,4,0,0,1.0,0,0
Tianjin,23-01-2020,4,0,0,0,0.0,0,0
Tianjin,24-01-2020,8,4,0,0,0.5,0,0
Tianjin,25-01-2020,10,2,0,0,0.2,0,0
Tianjin,26-01-2020,14,4,0,0,0.2857142857142857,0,0
Tianjin,27-01-2020,23,9,0,0,0.391304347826087,0,0
Tianjin,28-01-2020,24,1,0,0,0.041666666666666664,0,0
Tianjin,29-01-2020,27,3,0,0,0.1111111111111111,0,0
Tianjin,30-01-2020,31,4,0,0,0.12903225806451613,0,0
Tianjin,31-01-2020,32,1,0,0,0.03125,0,0
Tianjin,01-02-2020,41,9,0,0,0.21951219512195122,0,0
Tianjin,02-02-2020,48,7,0,1,0.14583333333333334,0,1
Tianjin,03-02-2020,60,12,0,1,0.2,0,0
Tianjin,04-02-2020,67,7,0,2,0.1044776119402985,0,1
Tianjin,05-02-2020,69,2,1,2,0.028985507246376812,1,0
Tianjin,06-02-2020,79,10,1,2,0.12658227848101267,0,0
Tianjin,07-02-2020,81,2,1,2,0.024691358024691357,0,0
Tianjin,08-02-2020,88,7,1,4,0.07954545454545454,0,2
Tianjin,09-02-2020,91,3,1,4,0.03296703296703297,0,0
Tianjin,10-02-2020,95,4,1,8,0.042105263157894736,0,4
Tianjin,11-02-2020,106,11,2,10,0.10377358490566038,1,2
Tianjin,12-02-2020,112,6,2,11,0.05357142857142857,0,1
Tianjin,13-02-2020,119,7,3,21,0.058823529411764705,1,10
Tianjin,14-02-2020,120,1,3,31,0.008333333333333333,0,10
Tianjin,15-02-2020,122,2,3,37,0.01639344262295082,0,6
Tianjin,16-02-2020,124,2,3,45,0.016129032258064516,0,8
Tianjin,17-02-2020,125,1,3,46,0.008,0,1
Tianjin,18-02-2020,128,3,3,48,0.0234375,0,2
Tianjin,19-02-2020,130,2,3,54,0.015384615384615385,0,6
Tianjin,20-02-2020,131,1,3,59,0.007633587786259542,0,5
Tianjin,21-02-2020,132,1,3,62,0.007575757575757576,0,3
Tianjin,22-02-2020,135,3,3,65,0.022222222222222223,0,3
Tianjin,23-02-2020,135,0,3,81,0.0,0,16
Tianjin,24-02-2020,135,0,3,87,0.0,0,6
Tianjin,25-02-2020,135,0,3,91,0.0,0,4
Tianjin,26-02-2020,135,0,3,96,0.0,0,5
Tianjin,27-02-2020,136,1,3,102,0.007352941176470588,0,6
Tianjin,28-02-2020,136,0,3,102,0.0,0,0
Tianjin,29-02-2020,136,0,3,109,0.0,0,7
Tianjin,01-03-2020,136,0,3,111,0.0,0,2
Tianjin,02-03-2020,136,0,3,111,0.0,0,0
Tianjin,03-03-2020,136,0,3,124,0.0,0,13
Tianjin,04-03-2020,136,0,3,124,0.0,0,0
Tianjin,05-03-2020,136,0,3,128,0.0,0,4
Tianjin,06-03-2020,136,0,3,128,0.0,0,0
Tianjin,07-03-2020,136,0,3,128,0.0,0,0
Tianjin,08-03-2020,136,0,3,128,0.0,0,0
Tianjin,09-03-2020,136,0,3,130,0.0,0,2
Tianjin,10-03-2020,136,0,3,131,0.0,0,1
Tianjin,11-03-2020,136,0,3,131,0.0,0,0
Tianjin,12-03-2020,136,0,3,132,0.0,0,1
Tianjin,13-03-2020,136,0,3,132,0.0,0,0
Tianjin,14-03-2020,136,0,3,132,0.0,0,0
Tianjin,15-03-2020,136,0,3,133,0.0,0,1
Tibet,30-01-2020,1,1,0,0,1.0,0,0
Tibet,31-01-2020,1,0,0,0,0.0,0,0
Tibet,01-02-2020,1,0,0,0,0.0,0,0
Tibet,02-02-2020,1,0,0,0,0.0,0,0
Tibet,03-02-2020,1,0,0,0,0.0,0,0
Tibet,04-02-2020,1,0,0,0,0.0,0,0
Tibet,05-02-2020,1,0,0,0,0.0,0,0
Tibet,06-02-2020,1,0,0,0,0.0,0,0
Tibet,07-02-2020,1,0,0,0,0.0,0,0
Tibet,08-02-2020,1,0,0,0,0.0,0,0
Tibet,09-02-2020,1,0,0,0,0.0,0,0
Tibet,10-02-2020,1,0,0,0,0.0,0,0
Tibet,11-02-2020,1,0,0,0,0.0,0,0
Tibet,12-02-2020,1,0,0,1,0.0,0,1
Tibet,13-02-2020,1,0,0,1,0.0,0,0
Tibet,14-02-2020,1,0,0,1,0.0,0,0
Tibet,15-02-2020,1,0,0,1,0.0,0,0
Tibet,16-02-2020,1,0,0,1,0.0,0,0
Tibet,17-02-2020,1,0,0,1,0.0,0,0
Tibet,18-02-2020,1,0,0,1,0.0,0,0
Tibet,19-02-2020,1,0,0,1,0.0,0,0
Tibet,20-02-2020,1,0,0,1,0.0,0,0
Tibet,21-02-2020,1,0,0,1,0.0,0,0
Tibet,22-02-2020,1,0,0,1,0.0,0,0
Tibet,23-02-2020,1,0,0,1,0.0,0,0
Tibet,24-02-2020,1,0,0,1,0.0,0,0
Tibet,25-02-2020,1,0,0,1,0.0,0,0
Tibet,26-02-2020,1,0,0,1,0.0,0,0
Tibet,27-02-2020,1,0,0,1,0.0,0,0
Tibet,28-02-2020,1,0,0,1,0.0,0,0
Tibet,29-02-2020,1,0,0,1,0.0,0,0
Tibet,01-03-2020,1,0,0,1,0.0,0,0
Tibet,02-03-2020,1,0,0,1,0.0,0,0
Tibet,03-03-2020,1,0,0,1,0.0,0,0
Tibet,04-03-2020,1,0,0,1,0.0,0,0
Tibet,05-03-2020,1,0,0,1,0.0,0,0
Tibet,06-03-2020,1,0,0,1,0.0,0,0
Tibet,07-03-2020,1,0,0,1,0.0,0,0
Tibet,08-03-2020,1,0,0,1,0.0,0,0
Tibet,09-03-2020,1,0,0,1,0.0,0,0
Tibet,10-03-2020,1,0,0,1,0.0,0,0
Tibet,11-03-2020,1,0,0,1,0.0,0,0
Tibet,12-03-2020,1,0,0,1,0.0,0,0
Tibet,13-03-2020,1,0,0,1,0.0,0,0
Tibet,14-03-2020,1,0,0,1,0.0,0,0
Tibet,15-03-2020,1,0,0,1,0.0,0,0
Xinjiang,22-01-2020,0,0,0,0,,0,0
Xinjiang,23-01-2020,2,2,0,0,1.0,0,0
Xinjiang,24-01-2020,2,0,0,0,0.0,0,0
Xinjiang,25-01-2020,3,1,0,0,0.3333333333333333,0,0
Xinjiang,26-01-2020,4,1,0,0,0.25,0,0
Xinjiang,27-01-2020,5,1,0,0,0.2,0,0
Xinjiang,28-01-2020,10,5,0,0,0.5,0,0
Xinjiang,29-01-2020,13,3,0,0,0.23076923076923078,0,0
Xinjiang,30-01-2020,14,1,0,0,0.07142857142857142,0,0
Xinjiang,31-01-2020,17,3,0,0,0.17647058823529413,0,0
Xinjiang,01-02-2020,18,1,0,0,0.05555555555555555,0,0
Xinjiang,02-02-2020,21,3,0,0,0.14285714285714285,0,0
Xinjiang,03-02-2020,24,3,0,0,0.125,0,0
Xinjiang,04-02-2020,29,5,0,0,0.1724137931034483,0,0
Xinjiang,05-02-2020,32,3,0,0,0.09375,0,0
Xinjiang,06-02-2020,36,4,0,0,0.1111111111111111,0,0
Xinjiang,07-02-2020,39,3,0,0,0.07692307692307693,0,0
Xinjiang,08-02-2020,42,3,0,0,0.07142857142857142,0,0
Xinjiang,09-02-2020,45,3,0,0,0.06666666666666667,0,0
Xinjiang,10-02-2020,49,4,0,0,0.08163265306122448,0,0
Xinjiang,11-02-2020,55,6,0,3,0.10909090909090909,0,3
Xinjiang,12-02-2020,59,4,0,3,0.06779661016949153,0,0
Xinjiang,13-02-2020,63,4,1,6,0.06349206349206349,1,3
Xinjiang,14-02-2020,65,2,1,6,0.03076923076923077,0,0
Xinjiang,15-02-2020,70,5,1,10,0.07142857142857142,0,4
Xinjiang,16-02-2020,71,1,1,12,0.014084507042253521,0,2
Xinjiang,17-02-2020,75,4,1,12,0.05333333333333334,0,0
Xinjiang,18-02-2020,76,1,1,12,0.013157894736842105,0,0
Xinjiang,19-02-2020,76,0,1,20,0.0,0,8
Xinjiang,20-02-2020,76,0,1,22,0.0,0,2
Xinjiang,21-02-2020,76,0,1,24,0.0,0,2
Xinjiang,22-02-2020,76,0,2,25,0.0,1,1
Xinjiang,23-02-2020,76,0,2,28,0.0,0,3
Xinjiang,24-02-2020,76,0,2,30,0.0,0,2
Xinjiang,25-02-2020,76,0,2,30,0.0,0,0
Xinjiang,26-02-2020,76,0,2,34,0.0,0,4
Xinjiang,27-02-2020,76,0,2,43,0.0,0,9
Xinjiang,28-02-2020,76,0,3,52,0.0,1,9
Xinjiang,29-02-2020,76,0,3,62,0.0,0,10
Xinjiang,01-03-2020,76,0,3,64,0.0,0,2
Xinjiang,02-03-2020,76,0,3,66,0.0,0,2
Xinjiang,03-03-2020,76,0,3,68,0.0,0,2
Xinjiang,04-03-2020,76,0,3,69,0.0,0,1
Xinjiang,05-03-2020,76,0,3,70,0.0,0,1
Xinjiang,06-03-2020,76,0,3,71,0.0,0,1
Xinjiang,07-03-2020,76,0,3,72,0.0,0,1
Xinjiang,08-03-2020,76,0,3,73,0.0,0,1
Xinjiang,09-03-2020,76,0,3,73,0.0,0,0
Xinjiang,10-03-2020,76,0,3,73,0.0,0,0
Xinjiang,11-03-2020,76,0,3,73,0.0,0,0
Xinjiang,12-03-2020,76,0,3,73,0.0,0,0
Xinjiang,13-03-2020,76,0,3,73,0.0,0,0
Xinjiang,14-03-2020,76,0,3,73,0.0,0,0
Xinjiang,15-03-2020,76,0,3,73,0.0,0,0
Yunnan,22-01-2020,1,1,0,0,1.0,0,0
Yunnan,23-01-2020,2,1,0,0,0.5,0,0
Yunnan,24-01-2020,5,3,0,0,0.6,0,0
Yunnan,25-01-2020,11,6,0,0,0.5454545454545454,0,0
Yunnan,26-01-2020,16,5,0,0,0.3125,0,0
Yunnan,27-01-2020,26,10,0,0,0.38461538461538464,0,0
Yunnan,28-01-2020,44,18,0,0,0.4090909090909091,0,0
Yunnan,29-01-2020,55,11,0,0,0.2,0,0
Yunnan,30-01-2020,70,15,0,0,0.21428571428571427,0,0
Yunnan,31-01-2020,83,13,0,1,0.1566265060240964,0,1
Yunnan,01-02-2020,93,10,0,2,0.10752688172043011,0,1
Yunnan,02-02-2020,105,12,0,3,0.11428571428571428,0,1
Yunnan,03-02-2020,117,12,0,5,0.10256410256410256,0,2
Yunnan,04-02-2020,122,5,0,5,0.040983606557377046,0,0
Yunnan,05-02-2020,128,6,0,5,0.046875,0,0
Yunnan,06-02-2020,133,5,0,7,0.03759398496240601,0,2
Yunnan,07-02-2020,138,5,0,12,0.036231884057971016,0,5
Yunnan,08-02-2020,138,0,0,17,0.0,0,5
Yunnan,09-02-2020,141,3,0,18,0.02127659574468085,0,1
Yunnan,10-02-2020,149,8,0,19,0.053691275167785234,0,1
Yunnan,11-02-2020,153,4,0,20,0.026143790849673203,0,1
Yunnan,12-02-2020,154,1,0,26,0.006493506493506494,0,6
Yunnan,13-02-2020,156,2,0,27,0.01282051282051282,0,1
Yunnan,14-02-2020,162,6,0,36,0.037037037037037035,0,9
Yunnan,15-02-2020,168,6,0,42,0.03571428571428571,0,6
Yunnan,16-02-2020,171,3,0,42,0.017543859649122806,0,0
Yunnan,17-02-2020,171,0,0,47,0.0,0,5
Yunnan,18-02-2020,172,1,0,57,0.005813953488372093,0,10
Yunnan,19-02-2020,172,0,1,60,0.0,1,3
Yunnan,20-02-2020,174,2,2,79,0.011494252873563218,1,19
Yunnan,21-02-2020,174,0,2,96,0.0,0,17
Yunnan,22-02-2020,174,0,2,107,0.0,0,11
Yunnan,23-02-2020,174,0,2,115,0.0,0,8
Yunnan,24-02-2020,174,0,2,124,0.0,0,9
Yunnan,25-02-2020,174,0,2,129,0.0,0,5
Yunnan,26-02-2020,174,0,2,144,0.0,0,15
Yunnan,27-02-2020,174,0,2,150,0.0,0,6
Yunnan,28-02-2020,174,0,2,156,0.0,0,6
Yunnan,29-02-2020,174,0,2,157,0.0,0,1
Yunnan,01-03-2020,174,0,2,163,0.0,0,6
Yunnan,02-03-2020,174,0,2,168,0.0,0,5
Yunnan,03-03-2020,174,0,2,169,0.0,0,1
Yunnan,04-03-2020,174,0,2,169,0.0,0,0
Yunnan,05-03-2020,174,0,2,169,0.0,0,0
Yunnan,06-03-2020,174,0,2,170,0.0,0,1
Yunnan,07-03-2020,174,0,2,170,0.0,0,0
Yunnan,08-03-2020,174,0,2,170,0.0,0,0
Yunnan,09-03-2020,174,0,2,170,0.0,0,0
Yunnan,10-03-2020,174,0,2,170,0.0,0,0
Yunnan,11-03-2020,174,0,2,170,0.0,0,0
Yunnan,12-03-2020,174,0,2,170,0.0,0,0
Yunnan,13-03-2020,174,0,2,170,0.0,0,0
Yunnan,14-03-2020,174,0,2,172,0.0,0,2
Yunnan,15-03-2020,174,0,2,172,0.0,0,0
Zhejiang,22-01-2020,10,10,0,0,1.0,0,0
Zhejiang,23-01-2020,27,17,0,0,0.6296296296296297,0,0
Zhejiang,24-01-2020,43,16,0,1,0.37209302325581395,0,1
Zhejiang,25-01-2020,62,19,0,1,0.3064516129032258,0,0
Zhejiang,26-01-2020,104,42,0,1,0.40384615384615385,0,0
Zhejiang,27-01-2020,128,24,0,1,0.1875,0,0
Zhejiang,28-01-2020,173,45,0,3,0.26011560693641617,0,2
Zhejiang,29-01-2020,296,123,0,3,0.4155405405405405,0,0
Zhejiang,30-01-2020,428,132,0,4,0.308411214953271,0,1
Zhejiang,31-01-2020,538,110,0,14,0.20446096654275092,0,10
Zhejiang,01-02-2020,599,61,0,21,0.1018363939899833,0,7
Zhejiang,02-02-2020,661,62,0,32,0.09379727685325265,0,11
Zhejiang,03-02-2020,724,63,0,43,0.08701657458563536,0,11
Zhejiang,04-02-2020,829,105,0,62,0.12665862484921592,0,19
Zhejiang,05-02-2020,895,66,0,78,0.07374301675977654,0,16
Zhejiang,06-02-2020,954,59,0,94,0.06184486373165619,0,16
Zhejiang,07-02-2020,1006,52,0,123,0.05168986083499006,0,29
Zhejiang,08-02-2020,1048,42,0,175,0.04007633587786259,0,52
Zhejiang,09-02-2020,1075,27,0,201,0.025116279069767444,0,26
Zhejiang,10-02-2020,1092,17,0,242,0.015567765567765568,0,41
Zhejiang,11-02-2020,1117,25,0,270,0.022381378692927483,0,28
Zhejiang,12-02-2020,1131,14,0,321,0.01237842617152962,0,51
Zhejiang,13-02-2020,1145,14,0,360,0.01222707423580786,0,39
Zhejiang,14-02-2020,1155,10,0,403,0.008658008658008658,0,43
Zhejiang,15-02-2020,1162,7,0,428,0.006024096385542169,0,25
Zhejiang,16-02-2020,1167,5,0,456,0.004284490145672665,0,28
Zhejiang,17-02-2020,1171,4,0,507,0.0034158838599487617,0,51
Zhejiang,18-02-2020,1172,1,0,535,0.0008532423208191126,0,28
Zhejiang,19-02-2020,1174,2,0,604,0.0017035775127768314,0,69
Zhejiang,20-02-2020,1175,1,1,633,0.000851063829787234,1,29
Zhejiang,21-02-2020,1203,28,1,679,0.023275145469659187,0,46
Zhejiang,22-02-2020,1205,2,1,719,0.0016597510373443983,0,40
Zhejiang,23-02-2020,1205,0,1,760,0.0,0,41
Zhejiang,24-02-2020,1205,0,1,782,0.0,0,22
Zhejiang,25-02-2020,1205,0,1,808,0.0,0,26
Zhejiang,26-02-2020,1205,0,1,867,0.0,0,59
Zhejiang,27-02-2020,1205,0,1,932,0.0,0,65
Zhejiang,28-02-2020,1205,0,1,975,0.0,0,43
Zhejiang,29-02-2020,1205,0,1,1016,0.0,0,41
Zhejiang,01-03-2020,1205,0,1,1046,0.0,0,30
Zhejiang,02-03-2020,1206,1,1,1069,0.0008291873963515755,0,23
Zhejiang,03-03-2020,1213,7,1,1093,0.005770816158285243,0,24
Zhejiang,04-03-2020,1213,0,1,1114,0.0,0,21
Zhejiang,05-03-2020,1215,2,1,1124,0.0016460905349794238,0,10
Zhejiang,06-03-2020,1215,0,1,1147,0.0,0,23
Zhejiang,07-03-2020,1215,0,1,1154,0.0,0,7
Zhejiang,08-03-2020,1215,0,1,1161,0.0,0,7
Zhejiang,09-03-2020,1215,0,1,1176,0.0,0,15
Zhejiang,10-03-2020,1215,0,1,1191,0.0,0,15
Zhejiang,11-03-2020,1215,0,1,1195,0.0,0,4
Zhejiang,12-03-2020,1215,0,1,1197,0.0,0,2
Zhejiang,13-03-2020,1215,0,1,1197,0.0,0,0
Zhejiang,14-03-2020,1227,12,1,1211,0.009779951100244499,0,14
Zhejiang,15-03-2020,1231,4,1,1211,0.003249390739236393,0,0
